# Solver information    
# Time                  	U_solver                	Ux_initial              	Ux_final                	Ux_iters                	Uy_initial              	Uy_final                	Uy_iters                	U_converged             	epsilon_solver          	epsilon_initial         	epsilon_final           	epsilon_iters           	epsilon_converged       	k_solver                	k_initial               	k_final                 	k_iters                 	k_converged             	p_solver                	p_initial               	p_final                 	p_iters                 	p_converged             
7                       	smoothSolver	7.9027899999999998e-02	4.0214000000000000e-02	1000	5.0920899999999996e-03	9.7076199999999997e-06	8	false	smoothSolver	1.5780200000000001e-02	9.9485600000000005e-06	44	true	smoothSolver	2.2383400000000001e-02	9.9719500000000003e-06	34	true	GAMG	1.3244700000000001e-01	8.4992399999999999e-03	1	true
7.005                   	smoothSolver	9.4046000000000005e-02	3.8488599999999998e-02	1000	9.3354800000000002e-03	9.1514199999999999e-06	8	false	smoothSolver	1.6106900000000000e-02	9.5943599999999997e-06	45	true	smoothSolver	2.2383400000000001e-02	9.2115300000000002e-06	24	true	GAMG	9.3557699999999999e-01	4.6350400000000000e-02	1	true
7.01                    	smoothSolver	8.2686599999999999e-02	3.8306800000000002e-02	1000	5.2636899999999997e-03	4.5557500000000004e-06	9	false	smoothSolver	1.5858799999999999e-02	9.4964299999999998e-06	45	true	smoothSolver	2.2383600000000000e-02	9.7813099999999997e-06	37	true	GAMG	1.4503199999999999e-01	9.6308599999999998e-03	1	true
7.015                   	smoothSolver	7.7967800000000004e-02	3.8466100000000003e-02	1000	5.2054600000000003e-03	9.6212599999999994e-06	8	false	smoothSolver	1.6874500000000001e-02	9.5515199999999997e-06	46	true	smoothSolver	2.2383600000000000e-02	9.7095700000000006e-06	37	true	GAMG	1.3540700000000000e-01	1.0038099999999999e-02	1	true
7.02                    	smoothSolver	7.9683100000000007e-02	3.8083199999999998e-02	1000	6.8480600000000004e-03	4.8614200000000003e-06	9	false	smoothSolver	1.6576899999999999e-02	9.9847199999999992e-06	45	true	smoothSolver	2.2383500000000001e-02	9.9715100000000000e-06	32	true	GAMG	1.4660500000000001e-01	9.6324300000000009e-03	1	true
7.025                   	smoothSolver	8.4433800000000003e-02	3.8366299999999999e-02	1000	7.9405299999999995e-03	4.4351299999999997e-06	9	false	smoothSolver	1.6192999999999999e-02	9.7679899999999996e-06	45	true	smoothSolver	2.2383299999999998e-02	9.8574899999999994e-06	25	true	GAMG	1.4877199999999999e-01	1.2982700000000000e-02	1	true
7.03                    	smoothSolver	8.6704299999999998e-02	3.3011400000000003e-02	1000	5.8112499999999996e-03	8.5765500000000001e-06	8	false	smoothSolver	1.6465100000000000e-02	9.9472399999999996e-06	45	true	smoothSolver	2.2383100000000000e-02	9.9160100000000003e-06	32	true	GAMG	2.0978400000000000e-01	1.4164299999999999e-02	1	true
7.035                   	smoothSolver	8.0836699999999997e-02	3.8407499999999997e-02	1000	4.9895199999999999e-03	9.5560600000000005e-06	8	false	smoothSolver	1.6025700000000000e-02	9.6546700000000005e-06	45	true	smoothSolver	2.2383000000000000e-02	9.9868900000000002e-06	21	true	GAMG	1.4074800000000001e-01	9.8890799999999997e-03	1	true
7.04                    	smoothSolver	8.6785600000000004e-02	3.9709300000000003e-02	1000	5.8156600000000003e-03	4.7146499999999998e-06	9	false	smoothSolver	1.6826700000000000e-02	9.5119499999999996e-06	46	true	smoothSolver	2.2382800000000001e-02	9.5682799999999998e-06	36	true	GAMG	1.5437200000000001e-01	1.0009799999999999e-02	1	true
7.045                   	smoothSolver	8.2405000000000006e-02	4.2499299999999997e-02	1000	7.7524100000000004e-03	6.0229600000000004e-06	9	false	smoothSolver	1.7683500000000001e-02	9.9451500000000008e-06	46	true	smoothSolver	2.2382800000000001e-02	9.7134900000000004e-06	23	true	GAMG	1.4560400000000001e-01	1.0670300000000001e-02	1	true
7.05                    	smoothSolver	7.8899499999999997e-02	3.7431499999999999e-02	1000	5.2715799999999997e-03	4.8477899999999997e-06	9	false	smoothSolver	1.5754700000000000e-02	9.9702300000000003e-06	44	true	smoothSolver	2.2382599999999999e-02	9.9974700000000000e-06	39	true	GAMG	1.3000800000000001e-01	9.8022100000000004e-03	1	true
7.055                   	smoothSolver	8.2117099999999998e-02	4.0285000000000001e-02	1000	5.6853399999999997e-03	8.1042200000000008e-06	8	false	smoothSolver	1.6088499999999999e-02	9.5821100000000000e-06	45	true	smoothSolver	2.2382900000000001e-02	9.6178199999999993e-06	43	true	GAMG	1.5943299999999999e-01	1.0252200000000000e-02	1	true
7.06                    	smoothSolver	7.9477699999999998e-02	3.9369599999999998e-02	1000	7.1846799999999997e-03	9.1995500000000007e-06	8	false	smoothSolver	1.7291100000000000e-02	9.7048000000000007e-06	46	true	smoothSolver	2.2382900000000001e-02	9.7880800000000007e-06	38	true	GAMG	1.4805099999999999e-01	1.2320200000000000e-02	1	true
7.065                   	smoothSolver	7.7577400000000005e-02	3.9440700000000002e-02	1000	8.8545800000000008e-03	6.8655200000000003e-06	9	false	smoothSolver	1.6600600000000000e-02	9.9348899999999997e-06	45	true	smoothSolver	2.2382900000000001e-02	9.7235600000000001e-06	31	true	GAMG	1.3859500000000000e-01	1.1641600000000000e-02	1	true
7.07                    	smoothSolver	7.3905999999999999e-02	3.3253100000000001e-02	1000	6.4080400000000003e-03	5.3539599999999996e-06	9	false	smoothSolver	1.7214699999999999e-02	9.6957299999999997e-06	46	true	smoothSolver	2.2382599999999999e-02	9.8341499999999997e-06	37	true	GAMG	1.4662800000000001e-01	1.1652700000000000e-02	1	true
7.075                   	smoothSolver	6.8144399999999994e-02	3.7657700000000002e-02	1000	6.8906100000000001e-03	5.5445500000000001e-06	9	false	smoothSolver	1.7565100000000000e-02	9.9410599999999993e-06	46	true	smoothSolver	2.2383000000000000e-02	9.8256999999999998e-06	39	true	GAMG	1.4266999999999999e-01	1.0623600000000000e-02	1	true
7.08                    	smoothSolver	8.7319099999999997e-02	3.6214999999999997e-02	1000	8.1504200000000002e-03	6.9346900000000000e-06	8	false	smoothSolver	1.5820200000000000e-02	9.5104499999999997e-06	45	true	smoothSolver	2.2382800000000001e-02	9.3458800000000000e-06	38	true	GAMG	8.0393800000000004e-01	4.3639400000000002e-02	1	true
7.085                   	smoothSolver	7.3601100000000003e-02	3.5092499999999999e-02	1000	4.6224600000000001e-03	8.0119200000000000e-06	8	false	smoothSolver	1.5796200000000000e-02	9.5645999999999999e-06	45	true	smoothSolver	2.2382800000000001e-02	9.8109499999999996e-06	34	true	GAMG	1.4314499999999999e-01	1.0361000000000000e-02	1	true
7.09                    	smoothSolver	7.2852200000000006e-02	3.5199700000000000e-02	1000	5.8277700000000003e-03	4.8237000000000001e-06	9	false	smoothSolver	1.5897300000000000e-02	9.6328500000000004e-06	45	true	smoothSolver	2.2382500000000000e-02	9.8667699999999997e-06	27	true	GAMG	1.4174200000000001e-01	1.0122800000000000e-02	1	true
7.095                   	smoothSolver	7.5925900000000004e-02	3.5356199999999997e-02	1000	5.4893900000000002e-03	9.9743300000000008e-06	8	false	smoothSolver	1.6603799999999998e-02	9.4820399999999994e-06	46	true	smoothSolver	2.2382800000000001e-02	9.7087099999999997e-06	34	true	GAMG	1.4908299999999999e-01	1.1165300000000000e-02	1	true
7.1                     	smoothSolver	7.7539700000000003e-02	3.2870400000000001e-02	1000	5.4875499999999999e-03	4.6329799999999998e-06	9	false	smoothSolver	1.7111999999999999e-02	9.7464099999999994e-06	46	true	smoothSolver	2.2382500000000000e-02	9.2626399999999995e-06	23	true	GAMG	1.6320699999999999e-01	1.2206900000000000e-02	1	true
7.105                   	smoothSolver	7.2732099999999994e-02	3.3822999999999999e-02	1000	5.6426699999999998e-03	4.7763100000000002e-06	9	false	smoothSolver	1.5761700000000000e-02	9.5311200000000007e-06	45	true	smoothSolver	2.2382599999999999e-02	9.7110000000000007e-06	34	true	GAMG	1.6993600000000000e-01	8.7674399999999996e-03	1	true
7.11                    	smoothSolver	8.5413000000000003e-02	3.6806199999999997e-02	1000	6.3048399999999999e-03	9.1436600000000008e-06	8	false	smoothSolver	1.6033599999999999e-02	9.6979099999999998e-06	45	true	smoothSolver	2.2382500000000000e-02	9.5040299999999995e-06	19	true	GAMG	1.5389900000000001e-01	1.0624600000000000e-02	1	true
7.115                   	smoothSolver	9.2146300000000000e-02	3.8944399999999997e-02	1000	6.4308300000000002e-03	9.4467700000000004e-06	8	false	smoothSolver	1.6241300000000000e-02	9.8288100000000005e-06	45	true	smoothSolver	2.2382400000000000e-02	9.5563300000000007e-06	39	true	GAMG	1.6799800000000001e-01	1.1143000000000000e-02	1	true
7.12                    	smoothSolver	9.0662999999999994e-02	3.2704400000000002e-02	1000	7.5131000000000000e-03	9.0065099999999999e-06	8	false	smoothSolver	1.6929500000000000e-02	9.6103399999999995e-06	46	true	smoothSolver	2.2382500000000000e-02	9.5378399999999998e-06	42	true	GAMG	1.6742599999999999e-01	1.3543200000000000e-02	1	true
7.125                   	smoothSolver	7.8417100000000003e-02	3.5150300000000002e-02	1000	6.8890599999999998e-03	4.9656399999999998e-06	9	false	smoothSolver	1.6663500000000001e-02	9.4406400000000001e-06	46	true	smoothSolver	2.2382599999999999e-02	9.2295099999999993e-06	25	true	GAMG	1.4018200000000000e-01	9.7846900000000004e-03	1	true
7.13                    	smoothSolver	8.3170900000000006e-02	3.7032700000000002e-02	1000	6.3311000000000001e-03	7.9258800000000001e-06	8	false	smoothSolver	1.6508100000000001e-02	9.9025399999999999e-06	45	true	smoothSolver	2.2382400000000000e-02	9.9478300000000003e-06	37	true	GAMG	3.6358600000000002e-01	2.3614099999999999e-02	1	true
7.135                   	smoothSolver	7.3573600000000003e-02	3.4580899999999998e-02	1000	4.1311200000000003e-03	8.4351600000000007e-06	8	false	smoothSolver	1.6540900000000001e-02	9.9407100000000002e-06	45	true	smoothSolver	2.2382800000000001e-02	9.3703000000000007e-06	34	true	GAMG	1.4484600000000000e-01	9.3432600000000008e-03	1	true
7.14                    	smoothSolver	7.3196300000000006e-02	3.5708999999999998e-02	1000	4.5731299999999999e-03	8.6539700000000001e-06	8	false	smoothSolver	1.6514600000000001e-02	9.9218599999999996e-06	45	true	smoothSolver	2.2382800000000001e-02	9.4563800000000001e-06	28	true	GAMG	1.2998899999999999e-01	8.4482099999999994e-03	1	true
7.145                   	smoothSolver	7.0680499999999993e-02	3.2930099999999997e-02	1000	4.2897700000000000e-03	7.6191800000000001e-06	8	false	smoothSolver	1.6574100000000001e-02	9.9487300000000005e-06	45	true	smoothSolver	2.2382800000000001e-02	9.9281200000000004e-06	30	true	GAMG	1.3053899999999999e-01	8.6712800000000000e-03	1	true
7.15                    	smoothSolver	7.6068600000000000e-02	3.1124200000000001e-02	1000	5.4715700000000003e-03	9.0388400000000000e-06	8	false	smoothSolver	1.7460600000000000e-02	9.8371799999999999e-06	46	true	smoothSolver	2.2383000000000000e-02	9.6075299999999995e-06	28	true	GAMG	1.4505000000000001e-01	8.8759100000000007e-03	1	true
7.155                   	smoothSolver	6.9582099999999994e-02	3.2466700000000001e-02	1000	5.2369399999999998e-03	8.6284599999999994e-06	8	false	smoothSolver	1.5732099999999999e-02	9.9776900000000003e-06	44	true	smoothSolver	2.2382800000000001e-02	9.5729200000000008e-06	36	true	GAMG	1.8641600000000000e-01	1.3681400000000000e-02	1	true
7.16                    	smoothSolver	6.8822800000000003e-02	3.3988499999999998e-02	1000	4.9420799999999997e-03	9.4273599999999995e-06	8	false	smoothSolver	1.5995700000000002e-02	9.5275499999999999e-06	45	true	smoothSolver	2.2383000000000000e-02	9.4756900000000008e-06	25	true	GAMG	1.4132300000000000e-01	9.1386599999999998e-03	1	true
7.165                   	smoothSolver	6.9917699999999999e-02	3.3199399999999997e-02	1000	4.8903300000000000e-03	9.1067799999999992e-06	8	false	smoothSolver	1.6014799999999999e-02	9.5585500000000002e-06	45	true	smoothSolver	2.2382800000000001e-02	9.6658399999999993e-06	36	true	GAMG	1.3973600000000000e-01	1.0711300000000000e-02	1	true
7.17                    	smoothSolver	6.9638800000000001e-02	3.2936199999999999e-02	1000	6.2895700000000004e-03	5.8548799999999999e-06	9	false	smoothSolver	1.7212700000000001e-02	9.6841700000000008e-06	46	true	smoothSolver	2.2382900000000001e-02	9.0535200000000004e-06	20	true	GAMG	1.4044000000000001e-01	1.0227399999999999e-02	1	true
7.175                   	smoothSolver	7.0060899999999995e-02	3.4576000000000003e-02	1000	5.9021200000000003e-03	5.1186399999999998e-06	9	false	smoothSolver	1.6213999999999999e-02	9.6932299999999993e-06	45	true	smoothSolver	2.2382800000000001e-02	9.5334999999999994e-06	40	true	GAMG	1.5182499999999999e-01	9.4505600000000002e-03	1	true
7.18                    	smoothSolver	6.9575499999999998e-02	3.2137100000000002e-02	1000	5.9550499999999999e-03	5.0409999999999997e-06	9	false	smoothSolver	1.6869400000000000e-02	9.4941699999999993e-06	46	true	smoothSolver	2.2383100000000000e-02	9.2082200000000008e-06	26	true	GAMG	1.6020699999999999e-01	1.1144700000000000e-02	1	true
7.185                   	smoothSolver	6.7780699999999999e-02	3.1459099999999997e-02	1000	4.9700400000000002e-03	8.8555099999999992e-06	8	false	smoothSolver	1.5801400000000000e-02	9.4757499999999999e-06	45	true	smoothSolver	2.2382900000000001e-02	9.7754199999999993e-06	44	true	GAMG	1.4934400000000000e-01	1.0141700000000000e-02	1	true
7.19                    	smoothSolver	7.2330099999999994e-02	3.4412800000000000e-02	1000	5.3964000000000000e-03	8.5195300000000007e-06	8	false	smoothSolver	1.6206399999999999e-02	9.7088799999999998e-06	45	true	smoothSolver	2.2383299999999998e-02	9.1434300000000000e-06	21	true	GAMG	1.6784299999999999e-01	1.1423300000000001e-02	1	true
7.195                   	smoothSolver	7.1193300000000001e-02	3.1949800000000000e-02	1000	5.6095600000000004e-03	8.7212900000000000e-06	8	false	smoothSolver	1.6128900000000002e-02	9.7077500000000004e-06	45	true	smoothSolver	2.2382800000000001e-02	9.7575700000000008e-06	38	true	GAMG	1.4328700000000000e-01	1.0729900000000001e-02	1	true
7.2                     	smoothSolver	7.3770000000000002e-02	3.1192100000000000e-02	1000	4.7616300000000002e-03	8.6587299999999993e-06	8	false	smoothSolver	1.6753299999999999e-02	9.4598299999999992e-06	46	true	smoothSolver	2.2383199999999999e-02	9.3162799999999995e-06	21	true	GAMG	1.4947700000000000e-01	1.0064699999999999e-02	1	true
7.205                   	smoothSolver	8.8349899999999995e-02	3.0441699999999999e-02	1000	8.2173200000000002e-03	7.3154299999999999e-06	8	false	smoothSolver	1.6188000000000001e-02	9.7212100000000001e-06	45	true	smoothSolver	2.2383000000000000e-02	9.6597100000000007e-06	36	true	GAMG	9.9661100000000002e-01	5.3533299999999999e-02	1	true
7.21                    	smoothSolver	6.4221299999999995e-02	3.2077899999999999e-02	1000	5.2955399999999996e-03	4.5941400000000000e-06	9	false	smoothSolver	1.7171300000000000e-02	9.6684200000000002e-06	46	true	smoothSolver	2.2383299999999998e-02	9.3768100000000004e-06	21	true	GAMG	1.3940100000000000e-01	1.1085100000000001e-02	1	true
7.215                   	smoothSolver	6.6846799999999998e-02	3.1087199999999999e-02	1000	4.8716300000000001e-03	8.4553399999999996e-06	8	false	smoothSolver	1.6277799999999999e-02	9.7722200000000008e-06	45	true	smoothSolver	2.2383199999999999e-02	9.5767400000000004e-06	39	true	GAMG	1.3869600000000001e-01	9.9135500000000001e-03	1	true
7.22                    	smoothSolver	6.8771899999999997e-02	3.3967600000000001e-02	1000	5.2653800000000001e-03	8.8248200000000003e-06	8	false	smoothSolver	1.6429800000000001e-02	9.8183700000000003e-06	45	true	smoothSolver	2.2383500000000001e-02	9.9657100000000008e-06	38	true	GAMG	1.4719399999999999e-01	9.7970499999999999e-03	1	true
7.225                   	smoothSolver	7.4912800000000002e-02	3.3816400000000003e-02	1000	6.0857500000000000e-03	9.2864499999999998e-06	8	false	smoothSolver	1.6394700000000002e-02	9.8565699999999994e-06	45	true	smoothSolver	2.2383699999999999e-02	9.8337799999999992e-06	24	true	GAMG	1.5643799999999999e-01	9.4987700000000001e-03	1	true
7.23                    	smoothSolver	7.5992400000000002e-02	3.5506200000000002e-02	1000	5.3615900000000003e-03	8.6568300000000003e-06	8	false	smoothSolver	1.6972100000000000e-02	9.5511200000000005e-06	46	true	smoothSolver	2.2383799999999999e-02	9.9564800000000006e-06	26	true	GAMG	1.5459999999999999e-01	1.0662600000000000e-02	1	true
7.235                   	smoothSolver	7.4490500000000001e-02	3.1217100000000001e-02	1000	4.2673499999999996e-03	7.9479900000000001e-06	8	false	smoothSolver	1.5900600000000001e-02	9.5289100000000002e-06	45	true	smoothSolver	2.2384299999999999e-02	9.8902400000000000e-06	35	true	GAMG	1.4548100000000000e-01	1.1058500000000001e-02	1	true
7.24                    	smoothSolver	7.6608099999999998e-02	3.4779800000000000e-02	1000	5.5536900000000000e-03	8.9399900000000001e-06	8	false	smoothSolver	1.6639500000000002e-02	9.9131600000000008e-06	45	true	smoothSolver	2.2384200000000000e-02	9.4719800000000004e-06	33	true	GAMG	1.5686400000000000e-01	1.1681199999999999e-02	1	true
7.245                   	smoothSolver	7.1435999999999999e-02	3.5847700000000003e-02	1000	4.7032999999999997e-03	8.2393900000000004e-06	8	false	smoothSolver	1.7280000000000000e-02	9.7410700000000002e-06	46	true	smoothSolver	2.2384600000000001e-02	9.4150200000000002e-06	34	true	GAMG	1.3789000000000001e-01	1.0683800000000000e-02	1	true
7.25                    	smoothSolver	7.3016399999999995e-02	3.5435899999999999e-02	1000	5.0612200000000000e-03	9.6323900000000005e-06	8	false	smoothSolver	1.7166500000000001e-02	9.6288100000000007e-06	46	true	smoothSolver	2.2384500000000002e-02	9.8344199999999999e-06	28	true	GAMG	1.3082600000000000e-01	9.0318199999999994e-03	1	true
7.255                   	smoothSolver	8.1186400000000006e-02	3.4372399999999997e-02	1000	6.3413699999999998e-03	7.3594199999999999e-06	8	false	smoothSolver	1.5401500000000000e-02	9.7842000000000003e-06	44	true	smoothSolver	2.2384600000000001e-02	9.7823699999999993e-06	40	true	GAMG	3.8374799999999998e-01	2.2288499999999999e-02	1	true
7.26                    	smoothSolver	7.2983800000000001e-02	3.6666999999999998e-02	1000	4.4233199999999997e-03	8.3855499999999997e-06	8	false	smoothSolver	1.5657500000000001e-02	9.9552200000000005e-06	44	true	smoothSolver	2.2384700000000000e-02	9.5976299999999998e-06	23	true	GAMG	1.5174599999999999e-01	8.9258500000000008e-03	1	true
7.265                   	smoothSolver	7.6057600000000003e-02	3.3176600000000001e-02	1000	5.3165499999999997e-03	8.5914799999999993e-06	8	false	smoothSolver	1.6111000000000000e-02	9.7220999999999996e-06	45	true	smoothSolver	2.2384500000000002e-02	9.9255399999999995e-06	33	true	GAMG	1.4129700000000001e-01	9.7889599999999993e-03	1	true
7.27                    	smoothSolver	7.2668800000000006e-02	3.1284300000000001e-02	1000	4.9091300000000003e-03	4.6348500000000002e-06	9	false	smoothSolver	1.6226600000000001e-02	9.8369999999999992e-06	45	true	smoothSolver	2.2384800000000000e-02	9.6829500000000002e-06	36	true	GAMG	1.4385200000000001e-01	1.0338099999999999e-02	1	true
7.275                   	smoothSolver	8.2493800000000006e-02	3.4194700000000001e-02	1000	8.4773200000000000e-03	4.5710699999999998e-06	9	false	smoothSolver	1.6767500000000001e-02	9.6504100000000007e-06	46	true	smoothSolver	2.2384899999999999e-02	9.3802399999999998e-06	26	true	GAMG	1.6720599999999999e-01	1.2239500000000000e-02	1	true
7.28                    	smoothSolver	7.6891600000000004e-02	3.8139399999999997e-02	1000	6.4001199999999996e-03	9.7546100000000004e-06	8	false	smoothSolver	1.6755400000000000e-02	9.6534899999999993e-06	46	true	smoothSolver	2.2384899999999999e-02	9.7379599999999995e-06	28	true	GAMG	1.4448000000000000e-01	8.8313699999999998e-03	1	true
7.285                   	smoothSolver	7.4098300000000006e-02	3.5636700000000000e-02	1000	4.9728400000000001e-03	8.4153900000000001e-06	8	false	smoothSolver	1.7167800000000000e-02	9.9335299999999994e-06	46	true	smoothSolver	2.2385400000000000e-02	9.6727499999999998e-06	36	true	GAMG	1.3565300000000000e-01	1.0057900000000000e-02	1	true
7.29                    	smoothSolver	7.5657100000000005e-02	3.7280599999999997e-02	1000	6.7650899999999996e-03	4.8568200000000004e-06	9	false	smoothSolver	1.7474500000000000e-02	9.5504999999999994e-06	47	true	smoothSolver	2.2385300000000000e-02	9.9822400000000002e-06	24	true	GAMG	1.4152799999999999e-01	1.0128699999999999e-02	1	true
7.295                   	smoothSolver	7.5730800000000001e-02	3.3942000000000000e-02	1000	6.4681799999999996e-03	6.6776000000000002e-06	9	false	smoothSolver	1.5980399999999999e-02	9.9051799999999999e-06	45	true	smoothSolver	2.2385599999999999e-02	9.8811700000000008e-06	40	true	GAMG	1.4230599999999999e-01	9.8738799999999998e-03	1	true
7.3                     	smoothSolver	7.3140800000000006e-02	3.3482800000000000e-02	1000	5.1860999999999999e-03	5.3154500000000001e-06	9	false	smoothSolver	1.5950800000000001e-02	9.9145800000000002e-06	45	true	smoothSolver	2.2385700000000001e-02	9.8987099999999996e-06	21	true	GAMG	1.4100900000000000e-01	9.8409499999999994e-03	1	true
7.305                   	smoothSolver	7.3026300000000002e-02	3.2202099999999997e-02	1000	4.9071399999999999e-03	9.4593499999999995e-06	8	false	smoothSolver	1.6261000000000001e-02	9.5108099999999995e-06	46	true	smoothSolver	2.2385499999999999e-02	9.5418700000000005e-06	37	true	GAMG	1.6999600000000001e-01	1.1634900000000000e-02	1	true
7.31                    	smoothSolver	7.3006699999999994e-02	3.2370500000000003e-02	1000	4.6467499999999998e-03	8.7555400000000005e-06	8	false	smoothSolver	1.6341899999999999e-02	9.5349799999999996e-06	46	true	smoothSolver	2.2385800000000001e-02	9.8732799999999994e-06	38	true	GAMG	1.5029300000000001e-01	9.8958999999999991e-03	1	true
7.315                   	smoothSolver	7.0278599999999997e-02	3.1737399999999999e-02	1000	3.9747500000000000e-03	7.6429900000000005e-06	8	false	smoothSolver	1.7687700000000001e-02	9.6909200000000004e-06	47	true	smoothSolver	2.2386000000000000e-02	9.4650699999999998e-06	27	true	GAMG	1.3437800000000000e-01	8.3209000000000009e-03	1	true
7.32                    	smoothSolver	7.1932800000000005e-02	3.3129699999999998e-02	1000	4.4436299999999996e-03	8.1761900000000007e-06	8	false	smoothSolver	1.6014600000000000e-02	9.9008700000000000e-06	45	true	smoothSolver	2.2386000000000000e-02	9.6207400000000003e-06	39	true	GAMG	1.2757700000000000e-01	8.1738699999999997e-03	1	true
7.325                   	smoothSolver	7.4029700000000004e-02	3.6139299999999999e-02	1000	4.7701100000000001e-03	9.1515500000000005e-06	8	false	smoothSolver	1.6297900000000001e-02	9.4751699999999999e-06	46	true	smoothSolver	2.2386500000000000e-02	9.9691299999999995e-06	36	true	GAMG	1.3231999999999999e-01	7.6854699999999998e-03	1	true
7.33                    	smoothSolver	7.6452400000000004e-02	3.8615499999999997e-02	1000	4.4422200000000002e-03	8.1623199999999995e-06	8	false	smoothSolver	1.5738100000000001e-02	9.6958600000000004e-06	45	true	smoothSolver	2.2386500000000000e-02	9.4194500000000001e-06	28	true	GAMG	1.4519399999999999e-01	9.3344599999999993e-03	1	true
7.335                   	smoothSolver	7.5473799999999994e-02	3.4111400000000000e-02	1000	4.3751399999999996e-03	8.2790800000000004e-06	8	false	smoothSolver	1.6396999999999998e-02	9.4837099999999994e-06	46	true	smoothSolver	2.2386699999999999e-02	9.6782899999999995e-06	33	true	GAMG	1.2885800000000000e-01	8.0665700000000003e-03	1	true
7.34                    	smoothSolver	7.7498200000000003e-02	3.3215099999999997e-02	1000	5.5805000000000004e-03	9.1921400000000007e-06	8	false	smoothSolver	1.7109200000000001e-02	9.8948700000000004e-06	46	true	smoothSolver	2.2387100000000000e-02	9.6119099999999993e-06	37	true	GAMG	1.4919800000000000e-01	9.2054900000000002e-03	1	true
7.345                   	smoothSolver	7.1693099999999996e-02	3.6502800000000002e-02	1000	4.6170100000000004e-03	9.0277399999999994e-06	8	false	smoothSolver	1.7680499999999998e-02	9.6005999999999992e-06	47	true	smoothSolver	2.2387199999999999e-02	9.7366499999999993e-06	36	true	GAMG	1.3556900000000000e-01	8.6466500000000005e-03	1	true
7.35                    	smoothSolver	6.8472199999999997e-02	3.7242800000000000e-02	1000	5.2420699999999997e-03	8.9744300000000004e-06	8	false	smoothSolver	1.5436399999999999e-02	9.4923900000000001e-06	45	true	smoothSolver	2.2387399999999998e-02	9.5420200000000008e-06	27	true	GAMG	1.3095899999999999e-01	8.1672800000000007e-03	1	true
7.355                   	smoothSolver	6.8102200000000002e-02	3.4977800000000003e-02	1000	6.1248800000000001e-03	9.9412700000000005e-06	8	false	smoothSolver	1.6082900000000001e-02	9.8854099999999993e-06	45	true	smoothSolver	2.2387299999999999e-02	9.8475099999999992e-06	31	true	GAMG	1.3808400000000001e-01	9.2380599999999993e-03	1	true
7.36                    	smoothSolver	7.1940900000000002e-02	3.2938200000000001e-02	1000	5.3837299999999998e-03	5.3625199999999996e-06	9	false	smoothSolver	1.7188800000000001e-02	9.9500100000000003e-06	46	true	smoothSolver	2.2387899999999999e-02	9.7349299999999993e-06	30	true	GAMG	1.3965800000000000e-01	9.7112699999999993e-03	1	true
7.365                   	smoothSolver	7.2460600000000000e-02	3.4038199999999998e-02	1000	5.3571000000000001e-03	9.5311200000000007e-06	8	false	smoothSolver	1.6873200000000001e-02	9.7414300000000000e-06	46	true	smoothSolver	2.2387899999999999e-02	9.4011700000000003e-06	30	true	GAMG	1.4499999999999999e-01	1.0823899999999999e-02	1	true
7.37                    	smoothSolver	7.7099200000000007e-02	3.4168700000000003e-02	1000	6.2241900000000001e-03	5.2650600000000004e-06	9	false	smoothSolver	1.6128400000000001e-02	9.8806699999999997e-06	45	true	smoothSolver	2.2388100000000001e-02	9.9863499999999997e-06	28	true	GAMG	1.3703699999999999e-01	9.5847199999999997e-03	1	true
7.375                   	smoothSolver	7.3347700000000002e-02	3.3290100000000003e-02	1000	5.8010500000000003e-03	9.7591100000000001e-06	8	false	smoothSolver	1.6012999999999999e-02	9.8194499999999996e-06	45	true	smoothSolver	2.2388399999999999e-02	9.6274799999999992e-06	34	true	GAMG	1.4088500000000001e-01	9.0483700000000000e-03	1	true
7.38                    	smoothSolver	7.3356800000000000e-02	3.4950200000000001e-02	1000	7.3457100000000001e-03	5.2799000000000001e-06	9	false	smoothSolver	1.5694900000000001e-02	9.6368999999999992e-06	45	true	smoothSolver	2.2388399999999999e-02	9.8701099999999996e-06	24	true	GAMG	1.3797300000000001e-01	1.0599800000000000e-02	1	true
7.385                   	smoothSolver	7.5117199999999995e-02	4.0167000000000001e-02	1000	5.2235700000000003e-03	9.7317200000000001e-06	8	false	smoothSolver	1.6807200000000001e-02	9.6946899999999998e-06	46	true	smoothSolver	2.2388700000000001e-02	9.8127699999999999e-06	41	true	GAMG	1.4824399999999999e-01	9.6938000000000007e-03	1	true
7.39                    	smoothSolver	7.4977199999999994e-02	3.5813900000000003e-02	1000	5.1071199999999997e-03	8.7156399999999994e-06	8	false	smoothSolver	1.7365599999999998e-02	9.9991299999999992e-06	46	true	smoothSolver	2.2388999999999999e-02	9.3377300000000008e-06	37	true	GAMG	1.3852700000000001e-01	8.3628799999999996e-03	1	true
7.395                   	smoothSolver	7.9085699999999995e-02	3.3266200000000003e-02	1000	5.9417000000000003e-03	9.7798999999999993e-06	8	false	smoothSolver	1.5922599999999999e-02	9.7120400000000006e-06	45	true	smoothSolver	2.2389099999999999e-02	9.4276700000000008e-06	34	true	GAMG	1.5086100000000000e-01	1.0312000000000000e-02	1	true
