# Solver information    
# Time                  	U_solver                	Ux_initial              	Ux_final                	Ux_iters                	Uy_initial              	Uy_final                	Uy_iters                	U_converged             	epsilon_solver          	epsilon_initial         	epsilon_final           	epsilon_iters           	epsilon_converged       	k_solver                	k_initial               	k_final                 	k_iters                 	k_converged             	p_solver                	p_initial               	p_final                 	p_iters                 	p_converged             
2.895                   	smoothSolver	3.4258600000000000e-02	8.1336499999999996e-06	5	1.3749400000000000e-02	6.5269000000000001e-06	5	false	smoothSolver	3.0013000000000001e-02	9.6083400000000002e-06	29	true	smoothSolver	3.5183399999999997e-02	8.9212099999999992e-06	21	true	GAMG	3.2489600000000000e-02	2.5715899999999999e-03	1	true
2.9                     	smoothSolver	3.3381399999999999e-02	6.6072799999999997e-06	5	1.3490900000000000e-02	6.0998600000000004e-06	5	false	smoothSolver	2.9918199999999999e-02	9.6493400000000004e-06	29	true	smoothSolver	3.5043400000000002e-02	9.0791299999999996e-06	24	true	GAMG	3.1424199999999999e-02	2.4504800000000001e-03	1	true
2.905                   	smoothSolver	3.5211899999999997e-02	3.8637099999999998e-06	6	1.9869600000000001e-02	2.9881100000000001e-06	6	false	smoothSolver	3.0814700000000000e-02	8.9690000000000000e-06	30	true	smoothSolver	3.4907500000000001e-02	9.3069200000000003e-06	22	true	GAMG	3.4540199999999999e-01	2.7542100000000000e-02	1	true
2.91                    	smoothSolver	3.2758400000000000e-02	3.8862100000000000e-06	7	1.3655600000000000e-02	6.0038400000000003e-06	6	false	smoothSolver	2.8385000000000001e-02	9.3925500000000004e-06	29	true	smoothSolver	3.4772900000000002e-02	9.1925200000000002e-06	27	true	GAMG	3.1414999999999998e-02	3.0553799999999999e-03	1	true
2.915                   	smoothSolver	3.1641200000000001e-02	5.7462799999999998e-06	6	1.3208299999999999e-02	4.6104500000000000e-06	6	false	smoothSolver	3.0246700000000001e-02	9.0305900000000006e-06	30	true	smoothSolver	3.4640799999999999e-02	9.7524699999999998e-06	21	true	GAMG	3.0003999999999999e-02	2.3780199999999998e-03	1	true
2.92                    	smoothSolver	3.0776600000000001e-02	7.6264700000000002e-06	5	1.2768500000000000e-02	4.6700899999999997e-06	5	false	smoothSolver	2.9667800000000001e-02	8.9961500000000003e-06	30	true	smoothSolver	3.4509600000000001e-02	8.3168199999999994e-06	22	true	GAMG	2.8565699999999999e-02	2.3079099999999998e-03	1	true
2.925                   	smoothSolver	3.0108500000000000e-02	6.9220000000000000e-06	5	1.2635199999999999e-02	5.6965700000000002e-06	5	false	smoothSolver	2.9256600000000001e-02	9.0149500000000008e-06	30	true	smoothSolver	3.4381599999999998e-02	9.3379000000000008e-06	22	true	GAMG	2.7411300000000000e-02	2.2661100000000000e-03	1	true
2.93                    	smoothSolver	3.2098500000000002e-02	9.6980600000000001e-06	5	1.6734599999999999e-02	7.1297900000000001e-06	5	false	smoothSolver	2.8878000000000001e-02	9.0531899999999993e-06	30	true	smoothSolver	3.4254800000000002e-02	9.1229700000000002e-06	24	true	GAMG	3.2989499999999999e-01	2.7715600000000000e-02	1	true
2.935                   	smoothSolver	2.9914300000000001e-02	4.2082599999999998e-06	7	1.2676200000000000e-02	4.3726800000000000e-06	6	false	smoothSolver	3.0142499999999999e-02	9.6257399999999994e-06	30	true	smoothSolver	3.4129699999999999e-02	8.9740400000000002e-06	22	true	GAMG	2.7963499999999999e-02	6.7414099999999995e-04	2	true
2.94                    	smoothSolver	2.8576700000000000e-02	9.2289900000000002e-06	5	1.2252700000000000e-02	7.9925100000000008e-06	5	false	smoothSolver	2.8736100000000001e-02	9.3442100000000001e-06	30	true	smoothSolver	3.4006000000000002e-02	9.2942800000000004e-06	26	true	GAMG	2.6199900000000002e-02	2.2926700000000001e-03	1	true
2.945                   	smoothSolver	2.7913299999999999e-02	5.9214400000000000e-06	5	1.1964499999999999e-02	3.7115299999999999e-06	5	false	smoothSolver	2.8637699999999999e-02	9.4885799999999995e-06	30	true	smoothSolver	3.3884499999999998e-02	9.9991500000000006e-06	23	true	GAMG	2.5208399999999999e-02	2.1340000000000000e-03	1	true
2.95                    	smoothSolver	2.7265200000000000e-02	4.7626699999999998e-06	5	1.1794400000000000e-02	9.4893299999999995e-06	4	false	smoothSolver	2.8955499999999999e-02	9.7698600000000000e-06	30	true	smoothSolver	3.3764200000000001e-02	9.5704599999999998e-06	26	true	GAMG	2.4485699999999999e-02	2.1475100000000000e-03	1	true
2.955                   	smoothSolver	2.9468100000000001e-02	7.9696499999999992e-06	5	1.4493900000000001e-02	4.7020699999999999e-06	5	false	smoothSolver	2.9912200000000000e-02	9.1760500000000000e-06	31	true	smoothSolver	3.3646700000000002e-02	9.4134599999999995e-06	21	true	GAMG	3.3847100000000002e-01	2.8189400000000000e-02	1	true
2.96                    	smoothSolver	2.7387600000000002e-02	4.9690700000000000e-06	7	1.2057099999999999e-02	5.0374999999999996e-06	6	false	smoothSolver	2.8953799999999998e-02	9.0052600000000006e-06	31	true	smoothSolver	3.3530299999999999e-02	9.1236500000000003e-06	27	true	GAMG	2.5078000000000000e-02	6.2284000000000005e-04	2	true
2.965                   	smoothSolver	2.5830499999999999e-02	7.7219100000000004e-06	5	1.1465299999999999e-02	5.6236800000000003e-06	5	false	smoothSolver	2.9752199999999999e-02	9.3968900000000008e-06	31	true	smoothSolver	3.3416300000000003e-02	9.7460199999999992e-06	22	true	GAMG	2.3622700000000000e-02	2.1619500000000002e-03	1	true
2.97                    	smoothSolver	2.5215800000000000e-02	5.7177899999999999e-06	5	1.1302200000000000e-02	3.9528700000000003e-06	5	false	smoothSolver	2.7018299999999999e-02	9.6694299999999997e-06	30	true	smoothSolver	3.3304000000000000e-02	9.7009299999999993e-06	23	true	GAMG	2.2978999999999999e-02	1.9963799999999999e-03	1	true
2.975                   	smoothSolver	2.4580399999999999e-02	3.1725900000000001e-06	5	1.1107600000000000e-02	5.8313200000000001e-06	4	false	smoothSolver	2.9003200000000000e-02	9.3963399999999996e-06	31	true	smoothSolver	3.3193300000000002e-02	9.8013399999999999e-06	24	true	GAMG	2.2335799999999999e-02	2.0041700000000000e-03	1	true
2.98                    	smoothSolver	2.6885699999999998e-02	6.8679599999999999e-06	5	1.2906800000000000e-02	3.2589299999999998e-06	5	false	smoothSolver	2.8857299999999999e-02	9.4345099999999999e-06	31	true	smoothSolver	3.3083899999999999e-02	9.7620999999999993e-06	22	true	GAMG	3.4997800000000001e-01	2.8512200000000001e-02	1	true
2.985                   	smoothSolver	2.5063499999999999e-02	5.5927300000000002e-06	7	1.1517200000000000e-02	5.6760399999999998e-06	6	false	smoothSolver	2.7451300000000001e-02	9.0695199999999999e-06	31	true	smoothSolver	3.2977500000000000e-02	9.6696800000000002e-06	28	true	GAMG	2.3513400000000000e-02	5.9137899999999995e-04	2	true
2.99                    	smoothSolver	2.3362999999999998e-02	7.3080000000000002e-06	5	1.0933900000000000e-02	4.8036000000000001e-06	5	false	smoothSolver	2.8085100000000002e-02	9.3497800000000001e-06	31	true	smoothSolver	3.2871100000000000e-02	9.7289700000000008e-06	23	true	GAMG	2.2117499999999998e-02	2.0339999999999998e-03	1	true
2.995                   	smoothSolver	2.2764900000000001e-02	5.2853000000000000e-06	5	1.0825200000000000e-02	3.8546899999999998e-06	5	false	smoothSolver	2.8444600000000000e-02	9.5604799999999996e-06	31	true	smoothSolver	3.2766900000000002e-02	9.2420400000000000e-06	26	true	GAMG	2.1967600000000000e-02	1.8718999999999999e-03	1	true
3                       	smoothSolver	2.2190800000000000e-02	3.4671199999999999e-06	5	1.0662800000000000e-02	5.9422300000000000e-06	4	false	smoothSolver	2.8315900000000001e-02	9.5774099999999998e-06	31	true	smoothSolver	3.2663900000000003e-02	9.5148999999999993e-06	22	true	GAMG	2.1746900000000000e-02	1.8943199999999999e-03	1	true
3.005                   	smoothSolver	2.4775700000000001e-02	6.2409900000000002e-06	5	1.1727800000000000e-02	7.9805900000000004e-06	4	false	smoothSolver	2.7025100000000000e-02	9.2146100000000005e-06	31	true	smoothSolver	3.2563000000000002e-02	9.5200399999999997e-06	29	true	GAMG	3.5104700000000000e-01	2.8007700000000000e-02	1	true
3.01                    	smoothSolver	2.2867599999999998e-02	5.5708600000000001e-06	7	1.0988100000000001e-02	4.7992100000000004e-06	6	false	smoothSolver	2.8901900000000001e-02	9.9142200000000004e-06	31	true	smoothSolver	3.2462999999999999e-02	9.2878999999999996e-06	24	true	GAMG	2.2776800000000000e-02	5.8546000000000000e-04	2	true
3.015                   	smoothSolver	2.1242100000000000e-02	9.0478899999999995e-06	5	1.0551100000000001e-02	5.6346000000000002e-06	5	false	smoothSolver	2.6698000000000000e-02	9.2559000000000006e-06	31	true	smoothSolver	3.2364400000000002e-02	9.8625400000000003e-06	22	true	GAMG	2.1454999999999998e-02	1.9169700000000000e-03	1	true
3.02                    	smoothSolver	2.0666299999999999e-02	3.6539200000000000e-06	5	1.0358200000000000e-02	6.8104199999999998e-06	4	false	smoothSolver	2.8253100000000000e-02	9.8455999999999994e-06	31	true	smoothSolver	3.2267600000000000e-02	9.7401199999999998e-06	26	true	GAMG	2.1038600000000001e-02	1.7558800000000000e-03	1	true
3.025                   	smoothSolver	2.0403500000000001e-02	4.7682800000000000e-06	5	1.0299900000000001e-02	7.3498200000000000e-06	4	false	smoothSolver	2.8411900000000000e-02	8.9791300000000005e-06	32	true	smoothSolver	3.2171600000000002e-02	9.9952700000000003e-06	24	true	GAMG	2.0635400000000002e-02	1.7823500000000000e-03	1	true
3.03                    	smoothSolver	2.3142500000000000e-02	5.5059099999999999e-06	5	1.1040200000000000e-02	6.3071799999999998e-06	4	false	smoothSolver	2.6977500000000001e-02	9.5906299999999997e-06	31	true	smoothSolver	3.2077000000000001e-02	9.8199299999999993e-06	27	true	GAMG	3.4455400000000003e-01	2.7032700000000000e-02	1	true
3.035                   	smoothSolver	2.1478100000000000e-02	5.6378599999999996e-06	7	1.0647900000000000e-02	4.4139600000000002e-06	6	false	smoothSolver	2.7958199999999999e-02	9.0130600000000007e-06	32	true	smoothSolver	3.1983699999999997e-02	9.8106700000000004e-06	26	true	GAMG	2.1180800000000000e-02	5.2088799999999995e-04	2	true
3.04                    	smoothSolver	1.9982600000000000e-02	9.3177299999999993e-06	5	1.0231199999999999e-02	5.6490700000000003e-06	5	false	smoothSolver	2.8502199999999998e-02	9.3294600000000000e-06	32	true	smoothSolver	3.1891500000000003e-02	9.5755899999999996e-06	22	true	GAMG	2.0528999999999999e-02	1.8219400000000000e-03	1	true
3.045                   	smoothSolver	1.9524099999999999e-02	3.4893000000000002e-06	5	1.0042900000000000e-02	6.0681399999999998e-06	4	false	smoothSolver	2.5211200000000000e-02	9.2933100000000003e-06	31	true	smoothSolver	3.1800900000000000e-02	9.5419499999999993e-06	28	true	GAMG	2.0257000000000001e-02	1.6761000000000000e-03	1	true
3.05                    	smoothSolver	1.9297600000000002e-02	4.5769500000000003e-06	5	1.0005200000000001e-02	7.2886199999999997e-06	4	false	smoothSolver	2.6240099999999999e-02	9.8160400000000000e-06	31	true	smoothSolver	3.1711400000000001e-02	9.5825700000000000e-06	23	true	GAMG	2.0316500000000001e-02	1.6970900000000001e-03	1	true
3.055                   	smoothSolver	2.1960600000000000e-02	5.6992600000000004e-06	5	1.0682600000000000e-02	5.9140900000000000e-06	4	false	smoothSolver	2.7888900000000001e-02	9.4822799999999993e-06	32	true	smoothSolver	3.1622299999999999e-02	9.7107199999999998e-06	29	true	GAMG	3.4528300000000001e-01	2.7018400000000001e-02	1	true
3.06                    	smoothSolver	2.0500700000000000e-02	5.8496500000000000e-06	7	1.0355600000000000e-02	4.3958000000000003e-06	6	false	smoothSolver	2.6760200000000001e-02	9.2340899999999995e-06	32	true	smoothSolver	3.1535199999999999e-02	9.7779300000000004e-06	21	true	GAMG	2.0476100000000001e-02	5.0645900000000001e-04	2	true
3.065                   	smoothSolver	1.8891800000000000e-02	7.5553499999999996e-06	5	9.9577099999999998e-03	4.4903299999999996e-06	5	false	smoothSolver	2.8020600000000000e-02	9.7998000000000006e-06	32	true	smoothSolver	3.1448799999999999e-02	9.3748900000000000e-06	22	true	GAMG	2.0060399999999999e-02	1.7134200000000000e-03	1	true
3.07                    	smoothSolver	1.8489999999999999e-02	3.8448500000000001e-06	5	9.8432899999999993e-03	7.2704900000000002e-06	4	false	smoothSolver	2.4988000000000000e-02	9.8600399999999999e-06	31	true	smoothSolver	3.1363599999999998e-02	9.4673600000000008e-06	22	true	GAMG	1.9559500000000000e-02	1.5611600000000000e-03	1	true
3.075                   	smoothSolver	1.8190499999999998e-02	2.6423199999999998e-06	5	9.7681699999999996e-03	4.8142499999999997e-06	4	false	smoothSolver	2.6043500000000001e-02	9.3486599999999997e-06	32	true	smoothSolver	3.1279700000000001e-02	9.5177300000000008e-06	26	true	GAMG	1.9327400000000002e-02	1.5912500000000000e-03	1	true
3.08                    	smoothSolver	2.0811400000000001e-02	5.1993899999999999e-06	5	1.0412800000000000e-02	5.1698600000000000e-06	4	false	smoothSolver	2.7341899999999999e-02	9.9749199999999997e-06	32	true	smoothSolver	3.1196000000000002e-02	9.1933400000000000e-06	23	true	GAMG	3.5418800000000000e-01	2.7672200000000001e-02	1	true
3.085                   	smoothSolver	1.9535400000000001e-02	5.9785499999999997e-06	7	1.0185400000000001e-02	4.5560699999999999e-06	6	false	smoothSolver	2.6519200000000000e-02	9.7741199999999999e-06	32	true	smoothSolver	3.1113700000000001e-02	9.5587700000000003e-06	28	true	GAMG	1.9658499999999999e-02	1.9384000000000001e-03	1	true
3.09                    	smoothSolver	1.8178199999999999e-02	6.4494200000000002e-06	6	9.8999499999999994e-03	6.1412800000000003e-06	5	false	smoothSolver	2.7407200000000000e-02	9.2520700000000003e-06	33	true	smoothSolver	3.1032299999999999e-02	8.7142500000000005e-06	22	true	GAMG	1.8981399999999999e-02	1.6526600000000000e-03	1	true
3.095                   	smoothSolver	1.7579000000000001e-02	7.1355400000000000e-06	5	9.7574099999999993e-03	3.7691099999999999e-06	5	false	smoothSolver	2.5600299999999999e-02	9.6629899999999998e-06	32	true	smoothSolver	3.0952500000000001e-02	9.5807999999999998e-06	29	true	GAMG	1.8517800000000001e-02	1.4892000000000000e-03	1	true
3.1                     	smoothSolver	1.7184800000000000e-02	3.6296500000000001e-06	5	9.6516099999999997e-03	5.4239500000000000e-06	4	false	smoothSolver	2.6435000000000000e-02	9.1354000000000007e-06	33	true	smoothSolver	3.0873500000000002e-02	9.7249700000000005e-06	22	true	GAMG	1.8506200000000000e-02	1.5300699999999999e-03	1	true
3.105                   	smoothSolver	1.9738400000000000e-02	4.7221799999999997e-06	5	1.0176800000000000e-02	4.3739800000000003e-06	4	false	smoothSolver	2.6758100000000000e-02	9.3142400000000008e-06	33	true	smoothSolver	3.0795300000000001e-02	9.1923599999999992e-06	23	true	GAMG	3.5638300000000001e-01	2.8081900000000000e-02	1	true
3.11                    	smoothSolver	1.8495999999999999e-02	6.0145900000000001e-06	7	1.0028499999999999e-02	4.4225100000000003e-06	6	false	smoothSolver	2.6254500000000000e-02	9.2497900000000001e-06	33	true	smoothSolver	3.0718300000000000e-02	9.3658299999999997e-06	25	true	GAMG	1.9095500000000001e-02	1.8903699999999999e-03	1	true
3.115                   	smoothSolver	1.7151300000000001e-02	6.9494199999999996e-06	6	9.7816799999999992e-03	6.3369000000000003e-06	5	false	smoothSolver	2.4981000000000000e-02	9.7856800000000005e-06	32	true	smoothSolver	3.0641800000000000e-02	9.3551800000000001e-06	23	true	GAMG	1.8238000000000001e-02	1.5641500000000000e-03	1	true
3.12                    	smoothSolver	1.6472100000000000e-02	5.7681900000000002e-06	5	9.6284100000000004e-03	8.8665700000000004e-06	4	false	smoothSolver	2.6955099999999999e-02	9.6517400000000005e-06	33	true	smoothSolver	3.0567299999999999e-02	9.9989699999999999e-06	21	true	GAMG	1.7828199999999999e-02	1.3932199999999999e-03	1	true
3.125                   	smoothSolver	1.6236700000000000e-02	5.5261299999999999e-06	5	9.5664700000000005e-03	6.9956600000000004e-06	4	false	smoothSolver	2.5265500000000000e-02	9.0589000000000006e-06	33	true	smoothSolver	3.0492499999999999e-02	8.9829899999999995e-06	22	true	GAMG	1.7482399999999999e-02	1.4340500000000001e-03	1	true
3.13                    	smoothSolver	1.8728200000000000e-02	4.6225299999999998e-06	5	9.9980199999999998e-03	4.1192899999999998e-06	4	false	smoothSolver	2.5726099999999998e-02	9.3338200000000000e-06	33	true	smoothSolver	3.0420400000000000e-02	8.8494000000000003e-06	24	true	GAMG	3.4696900000000003e-01	2.7614900000000001e-02	1	true
3.135                   	smoothSolver	1.7550300000000001e-02	5.7609799999999999e-06	7	9.8620400000000007e-03	9.2041500000000006e-06	5	false	smoothSolver	2.5866900000000002e-02	9.3859400000000005e-06	33	true	smoothSolver	3.0348099999999999e-02	9.2891000000000006e-06	25	true	GAMG	1.8141700000000000e-02	1.8110900000000000e-03	1	true
3.14                    	smoothSolver	1.6440000000000000e-02	7.3640500000000002e-06	6	9.6836800000000001e-03	6.5193999999999998e-06	5	false	smoothSolver	2.6779500000000001e-02	9.8172399999999992e-06	33	true	smoothSolver	3.0277300000000000e-02	9.6641499999999996e-06	22	true	GAMG	1.7276300000000001e-02	1.4910200000000000e-03	1	true
3.145                   	smoothSolver	1.5707700000000002e-02	4.4453200000000002e-06	5	9.4987900000000000e-03	6.8836999999999998e-06	4	false	smoothSolver	2.5746100000000001e-02	9.4427599999999994e-06	33	true	smoothSolver	3.0206600000000000e-02	9.5371000000000006e-06	24	true	GAMG	1.6812600000000000e-02	1.3388800000000000e-03	1	true
3.15                    	smoothSolver	1.5569899999999999e-02	5.8446900000000003e-06	5	9.4825399999999994e-03	7.2702999999999997e-06	4	false	smoothSolver	2.5173299999999999e-02	9.3123400000000000e-06	33	true	smoothSolver	3.0138100000000001e-02	9.6420899999999997e-06	26	true	GAMG	1.6557100000000002e-02	1.3783000000000001e-03	1	true
3.155                   	smoothSolver	1.7971100000000000e-02	4.3159200000000002e-06	5	9.8747799999999997e-03	3.6126700000000002e-06	4	false	smoothSolver	2.6657000000000000e-02	9.8759899999999993e-06	33	true	smoothSolver	3.0068800000000000e-02	9.7716699999999996e-06	23	true	GAMG	3.4210200000000002e-01	2.7321200000000000e-02	1	true
3.16                    	smoothSolver	1.6892299999999999e-02	5.6521599999999996e-06	7	9.7179099999999997e-03	8.2080199999999997e-06	5	false	smoothSolver	2.4837100000000001e-02	9.2776000000000008e-06	33	true	smoothSolver	3.0001400000000001e-02	9.4593799999999999e-06	29	true	GAMG	1.6913200000000000e-02	4.7096799999999999e-04	2	true
3.165                   	smoothSolver	1.5399100000000001e-02	7.8571600000000005e-06	5	9.4818300000000001e-03	3.7831299999999998e-06	5	false	smoothSolver	2.5991100000000000e-02	9.7256200000000002e-06	33	true	smoothSolver	2.9933999999999999e-02	9.8356299999999999e-06	23	true	GAMG	1.6496199999999999e-02	1.4027499999999999e-03	1	true
3.17                    	smoothSolver	1.4973800000000001e-02	2.1055899999999999e-06	5	9.3671899999999992e-03	4.1757200000000002e-06	4	false	smoothSolver	2.5872500000000000e-02	9.7777400000000007e-06	33	true	smoothSolver	2.9868300000000000e-02	9.6129599999999999e-06	22	true	GAMG	1.6243600000000000e-02	1.2842299999999999e-03	1	true
3.175                   	smoothSolver	1.4820600000000000e-02	3.3057500000000001e-06	5	9.3619099999999993e-03	4.9177399999999998e-06	4	false	smoothSolver	2.4334000000000001e-02	9.2151900000000004e-06	33	true	smoothSolver	2.9802700000000001e-02	9.8869899999999997e-06	23	true	GAMG	1.6061099999999998e-02	1.3109700000000001e-03	1	true
3.18                    	smoothSolver	1.7408099999999999e-02	4.7436499999999999e-06	5	9.7613500000000002e-03	3.8379199999999998e-06	4	false	smoothSolver	2.4742400000000001e-02	9.4643199999999999e-06	33	true	smoothSolver	2.9738799999999999e-02	9.9968299999999993e-06	24	true	GAMG	3.4096199999999999e-01	2.7426900000000001e-02	1	true
3.185                   	smoothSolver	1.6353500000000000e-02	5.7900900000000000e-06	7	9.6281700000000001e-03	8.2534400000000007e-06	5	false	smoothSolver	2.6093600000000002e-02	9.0681500000000006e-06	34	true	smoothSolver	2.9674300000000001e-02	8.9921100000000005e-06	25	true	GAMG	1.6567800000000001e-02	4.6131800000000000e-04	2	true
3.19                    	smoothSolver	1.4728200000000000e-02	6.2759600000000003e-06	5	9.3717300000000000e-03	8.3685300000000000e-06	4	false	smoothSolver	2.5555999999999999e-02	9.9234200000000003e-06	33	true	smoothSolver	2.9612400000000001e-02	9.4934900000000008e-06	27	true	GAMG	1.5839200000000001e-02	1.3529400000000000e-03	1	true
3.195                   	smoothSolver	1.4417700000000000e-02	2.6444399999999999e-06	5	9.3014499999999993e-03	5.1011600000000001e-06	4	false	smoothSolver	2.4153600000000001e-02	9.4066500000000008e-06	33	true	smoothSolver	2.9549099999999998e-02	9.1329500000000004e-06	25	true	GAMG	1.5571200000000000e-02	1.2282100000000000e-03	1	true
3.2                     	smoothSolver	1.4254599999999999e-02	9.9743099999999994e-06	4	9.2632200000000008e-03	3.6316699999999999e-06	4	false	smoothSolver	2.5901299999999999e-02	9.2737000000000007e-06	34	true	smoothSolver	2.9489100000000001e-02	9.4709100000000001e-06	24	true	GAMG	1.5381499999999999e-02	1.2596300000000001e-03	1	true
3.205                   	smoothSolver	1.6788200000000000e-02	4.3447099999999999e-06	5	9.6174899999999994e-03	3.6064500000000000e-06	4	false	smoothSolver	2.4534299999999998e-02	9.7537699999999993e-06	33	true	smoothSolver	2.9427499999999999e-02	9.8771299999999994e-06	22	true	GAMG	3.4604699999999999e-01	2.7888500000000000e-02	1	true
3.21                    	smoothSolver	1.5978900000000001e-02	5.8953299999999997e-06	7	9.5460100000000006e-03	8.3826300000000004e-06	5	false	smoothSolver	2.3961099999999999e-02	9.6383200000000002e-06	33	true	smoothSolver	2.9369200000000002e-02	9.2021600000000003e-06	27	true	GAMG	1.5918700000000001e-02	4.6715100000000001e-04	2	true
3.215                   	smoothSolver	1.4335600000000000e-02	5.9769299999999999e-06	5	9.2841099999999999e-03	7.6775500000000007e-06	4	false	smoothSolver	2.5124500000000001e-02	9.2305799999999996e-06	34	true	smoothSolver	2.9309000000000002e-02	9.6216699999999993e-06	25	true	GAMG	1.5153700000000001e-02	1.3156200000000000e-03	1	true
3.22                    	smoothSolver	1.4068700000000000e-02	2.6351800000000001e-06	5	9.2286000000000000e-03	5.2231500000000001e-06	4	false	smoothSolver	2.4462000000000001e-02	9.1066000000000002e-06	34	true	smoothSolver	2.9251200000000002e-02	9.4728199999999999e-06	22	true	GAMG	1.5003700000000000e-02	1.2041899999999999e-03	1	true
3.225                   	smoothSolver	1.3925200000000000e-02	9.7049799999999997e-06	4	9.1863899999999991e-03	3.4479000000000001e-06	4	false	smoothSolver	2.5464700000000000e-02	9.5651400000000004e-06	34	true	smoothSolver	2.9192900000000001e-02	9.1589100000000004e-06	24	true	GAMG	1.4909100000000000e-02	1.2344000000000001e-03	1	true
3.23                    	smoothSolver	1.6326500000000001e-02	4.2245599999999999e-06	5	9.4882300000000003e-03	3.2709400000000001e-06	4	false	smoothSolver	2.3702100000000000e-02	9.9473799999999993e-06	33	true	smoothSolver	2.9136599999999999e-02	9.6564300000000000e-06	27	true	GAMG	3.4752800000000000e-01	2.8107300000000002e-02	1	true
3.235                   	smoothSolver	1.5680400000000001e-02	5.8405100000000001e-06	7	9.4473500000000002e-03	7.9614199999999994e-06	5	false	smoothSolver	2.5690100000000000e-02	9.8659399999999993e-06	34	true	smoothSolver	2.9079500000000001e-02	9.0926800000000005e-06	24	true	GAMG	1.5605700000000000e-02	4.6887600000000001e-04	2	true
3.24                    	smoothSolver	1.4075200000000000e-02	6.5320200000000000e-06	5	9.2134000000000001e-03	7.7353099999999993e-06	4	false	smoothSolver	2.3735099999999999e-02	9.2601499999999998e-06	34	true	smoothSolver	2.9024000000000001e-02	9.7398100000000002e-06	22	true	GAMG	1.4840100000000000e-02	1.2750400000000001e-03	1	true
3.245                   	smoothSolver	1.3759900000000000e-02	9.2832400000000006e-06	4	9.1452400000000007e-03	4.3982700000000003e-06	4	false	smoothSolver	2.4656600000000001e-02	9.6877599999999996e-06	34	true	smoothSolver	2.8968700000000000e-02	9.3374899999999993e-06	28	true	GAMG	1.4673500000000001e-02	1.1610699999999999e-03	1	true
3.25                    	smoothSolver	1.3685200000000000e-02	3.2557800000000001e-06	5	9.1297099999999992e-03	4.2390600000000004e-06	4	false	smoothSolver	2.5729300000000000e-02	9.3275300000000005e-06	35	true	smoothSolver	2.8914300000000000e-02	9.1194999999999997e-06	25	true	GAMG	1.4518900000000000e-02	1.1928100000000001e-03	1	true
3.255                   	smoothSolver	1.5931200000000000e-02	4.3648299999999997e-06	5	9.3966399999999995e-03	3.3800900000000002e-06	4	false	smoothSolver	2.2289600000000000e-02	9.8437300000000007e-06	33	true	smoothSolver	2.8859699999999999e-02	9.9460400000000004e-06	28	true	GAMG	3.3970899999999998e-01	2.7664299999999999e-02	1	true
3.26                    	smoothSolver	1.5309000000000000e-02	5.4901700000000000e-06	7	9.3237800000000003e-03	6.6068099999999999e-06	5	false	smoothSolver	2.3956900000000000e-02	9.7474499999999993e-06	34	true	smoothSolver	2.8806700000000001e-02	8.5721700000000003e-06	22	true	GAMG	1.5192000000000001e-02	4.5007800000000002e-04	2	true
3.265                   	smoothSolver	1.3901100000000000e-02	7.2611400000000001e-06	5	9.1494799999999998e-03	7.9909600000000008e-06	4	false	smoothSolver	2.4678599999999998e-02	9.1658900000000008e-06	35	true	smoothSolver	2.8753700000000000e-02	9.9402300000000005e-06	31	true	GAMG	1.4355300000000000e-02	1.2433300000000000e-03	1	true
3.27                    	smoothSolver	1.3578300000000000e-02	8.9534699999999995e-06	4	9.0636299999999996e-03	3.4433799999999998e-06	4	false	smoothSolver	2.4307599999999999e-02	9.1103899999999994e-06	35	true	smoothSolver	2.8701999999999998e-02	9.2228400000000003e-06	22	true	GAMG	1.4200300000000001e-02	1.1420899999999999e-03	1	true
3.275                   	smoothSolver	1.3559099999999999e-02	3.7116799999999998e-06	5	9.0679899999999997e-03	4.5285799999999996e-06	4	false	smoothSolver	2.5220800000000002e-02	9.4994499999999993e-06	35	true	smoothSolver	2.8649800000000000e-02	8.7904699999999995e-06	26	true	GAMG	1.4058100000000000e-02	1.1759600000000000e-03	1	true
3.28                    	smoothSolver	1.5659099999999999e-02	3.9593999999999997e-06	5	9.3031999999999993e-03	3.1388899999999999e-06	4	false	smoothSolver	2.2333499999999999e-02	9.2962200000000006e-06	34	true	smoothSolver	2.8599500000000000e-02	9.4854400000000001e-06	27	true	GAMG	3.3528200000000002e-01	2.7402099999999999e-02	1	true
3.285                   	smoothSolver	1.5121799999999999e-02	5.3332500000000001e-06	7	9.2202399999999993e-03	5.7322699999999998e-06	5	false	smoothSolver	2.3670199999999999e-02	9.8952600000000005e-06	34	true	smoothSolver	2.8548500000000001e-02	8.9889300000000000e-06	24	true	GAMG	1.4417700000000000e-02	4.2215599999999997e-04	2	true
3.29                    	smoothSolver	1.3805599999999999e-02	6.8998499999999997e-06	5	9.0771199999999993e-03	7.5187499999999998e-06	4	false	smoothSolver	2.4917999999999999e-02	9.5446300000000005e-06	35	true	smoothSolver	2.8498900000000001e-02	9.7959599999999996e-06	23	true	GAMG	1.4074400000000001e-02	1.2232000000000000e-03	1	true
3.295                   	smoothSolver	1.3490500000000001e-02	8.8315199999999998e-06	4	8.9970199999999997e-03	3.2913199999999999e-06	4	false	smoothSolver	2.3952800000000000e-02	9.2139100000000007e-06	35	true	smoothSolver	2.8449400000000000e-02	9.2675999999999992e-06	26	true	GAMG	1.3981400000000000e-02	1.1238600000000000e-03	1	true
